ESTU_CONSECUTIVO;ESTU_GENERO;ESTU_CODIGO_RESIDE_MCPIO;ESTU_RESIDE_MPIO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;DESEMP_INGLES;COLE_CODIGO_COLEGIO_FK
SABER1120121045746;F;76001;CALI;35;49;44;41;44;42;47;31;A-;
SABER1120121045747;M;76001;CALI;39;47;46;41;42;35;42;42;A-;
SABER1120121045748;M;76001;CALI;52;37;40;41;30;42;33;37;A-;
SABER1120121045749;F;76001;CALI;48;40;45;42;46;45;39;37;A-;
SABER1120121045750;F;76001;CALI;50;49;51;29;53;60;55;40;A-;
SABER1120121045751;M;76001;CALI;57;60;51;47;53;51;51;37;A-;
SABER1120121045752;M;76001;CALI;57;49;51;44;53;61;59;40;A-;
SABER1120121045753;M;76001;CALI;50;43;54;54;51;45;57;35;A-;
SABER1120121045754;M;76001;CALI;48;51;52;47;46;45;45;47;A1;
SABER1120121045755;M;76001;CALI;50;43;42;46;42;32;36;31;A-;
SABER1120121045756;M;76001;CALI;52;40;50;34;51;41;50;33;A-;
SABER1120121045757;F;76001;CALI;71;54;58;50;61;50;54;43;A1;
SABER1120121045758;F;76001;CALI;44;44;39;32;39;42;39;50;A1;
SABER1120121045759;M;76001;CALI;48;47;46;32;48;44;47;56;A2;
SABER1120121045760;M;76001;CALI;59;43;57;50;51;45;42;43;A1;
SABER1120121045761;M;76001;CALI;38;49;40;37;37;45;44;33;A-;
SABER1120121045762;M;76001;CALI;41;47;36;39;34;33;47;42;A-;
SABER1120121045763;M;76001;CALI;48;52;52;42;46;43;36;37;A-;
SABER1120121045764;F;76001;CALI;46;40;50;43;37;44;46;46;A1;
SABER1120121045765;M;76001;CALI;66;59;50;47;51;50;48;92;B+;
SABER1120121045766;F;76001;CALI;39;40;47;31;36;47;32;37;A-;
SABER1120121045767;M;76001;CALI;41;34;39;29;46;39;39;33;A-;
SABER1120121045768;M;76001;CALI;59;62;54;55;49;63;69;45;A1;
SABER1120121045769;F;76001;CALI;54;49;50;50;46;56;57;52;A1;
SABER1120121045770;M;76001;CALI;48;59;44;36;46;50;57;50;A1;
SABER1120121045771;F;76001;CALI;69;57;56;43;58;59;69;42;A-;
SABER1120121045772;F;76001;CALI;59;46;60;60;63;63;62;46;A1;
SABER1120121045773;M;76001;CALI;50;49;40;58;42;49;42;50;A1;
SABER1120121045774;F;76001;CALI;61;66;57;54;51;63;57;72;B1;
SABER1120121045775;F;76001;CALI;54;57;54;57;56;61;51;83;B+;
SABER1120121045776;F;76001;CALI;48;49;52;39;51;39;36;39;A-;
SABER1120121045777;M;11001;BOGOTÁ D.C.;56;40;49;42;49;41;57;46;A1;
SABER1120121045778;M;41001;NEIVA;54;59;54;48;69;70;60;51;A1;
SABER1120121045779;F;52001;PASTO;52;57;45;32;44;50;47;40;A-;
SABER1120121045780;F;76001;CALI;54;54;51;38;45;38;37;37;A-;
SABER1120121045781;F;23001;MONTERIA;56;37;42;43;42;52;29;31;A-;
SABER1120121045782;M;11001;BOGOTÁ D.C.;54;62;51;41;51;57;52;46;A1;
SABER1120121045783;M;11001;BOGOTÁ D.C.;57;68;56;43;51;60;44;53;A2;
SABER1120121045784;F;11001;BOGOTÁ D.C.;59;40;36;36;42;52;44;43;A-;
SABER1120121045785;M;11001;BOGOTÁ D.C.;48;55;49;31;49;43;50;52;A1;
SABER1120121045786;M;8001;BARRANQUILLA;41;37;42;29;46;46;28;29;A-;
SABER1120121045787;F;8001;BARRANQUILLA;41;37;41;37;34;42;33;35;A-;
SABER1120121045788;M;8001;BARRANQUILLA;59;43;44;43;44;41;42;42;A-;
SABER1120121045789;F;13001;CARTAGENA;46;41;39;34;42;35;42;33;A-;
SABER1120121045790;F;13001;CARTAGENA;59;46;45;48;45;40;37;37;A-;
SABER1120121045791;F;13430;MAGANGUE;54;44;44;41;49;42;43;39;A-;
SABER1120121045792;M;13001;CARTAGENA;44;54;47;26;44;37;24;40;A-;
SABER1120121045793;M;13001;CARTAGENA;41;55;28;37;39;32;45;39;A-;
SABER1120121045794;M;13001;CARTAGENA;54;44;39;36;39;39;36;37;A-;
SABER1120121045795;F;13001;CARTAGENA;48;49;44;39;46;45;50;43;A-;
SABER1120121045796;F;13001;CARTAGENA;48;49;42;31;36;45;36;40;A-;
SABER1120121045797;F;13001;CARTAGENA;61;37;48;44;42;48;45;50;A1;
SABER1120121045798;M;13001;CARTAGENA;52;43;38;39;39;32;36;55;A2;
SABER1120121045799;M;13001;CARTAGENA;41;30;42;48;34;42;52;37;A-;
SABER1120121045800;;13001;CARTAGENA;54;43;50;44;44;50;39;43;A1;
SABER1120121045801;M;13001;CARTAGENA;57;54;42;41;44;45;36;60;A2;
SABER1120121045802;M;13001;CARTAGENA;46;29;28;32;39;30;39;39;A-;
SABER1120121045803;M;13001;CARTAGENA;41;52;34;29;39;43;36;33;A-;
SABER1120121045804;M;13001;CARTAGENA;50;46;44;32;49;51;39;35;A-;
SABER1120121045805;F;5001;MEDELLIN;48;37;42;36;42;32;52;35;A-;
SABER1120121045806;M;13001;CARTAGENA;32;29;33;31;39;41;50;43;A1;
SABER1120121045807;M;13001;CARTAGENA;35;29;34;32;37;47;33;42;A-;
SABER1120121045808;F;13001;CARTAGENA;57;52;45;52;51;43;48;37;A-;
SABER1120121045809;F;13001;CARTAGENA;52;43;45;37;34;47;29;40;A-;
SABER1120121045810;M;13001;CARTAGENA;44;29;34;34;51;36;29;31;A-;
SABER1120121045811;M;13001;CARTAGENA;48;8;40;32;39;35;32;43;A-;
SABER1120121045812;M;13001;CARTAGENA;54;46;51;41;49;43;32;59;A2;
SABER1120121045813;M;13001;CARTAGENA;52;29;46;29;26;30;36;29;A-;
SABER1120121045814;M;13001;CARTAGENA;44;46;31;36;46;41;32;42;A-;
SABER1120121045815;F;13001;CARTAGENA;44;30;42;35;42;45;28;29;A-;
SABER1120121045816;M;13001;CARTAGENA;46;46;42;41;53;47;42;26;A-;
SABER1120121045817;M;13001;CARTAGENA;41;24;33;29;39;43;32;39;A-;
SABER1120121045818;M;13001;CARTAGENA;50;52;52;55;54;53;54;53;A2;
SABER1120121045819;M;13001;CARTAGENA;50;59;44;22;29;48;45;37;A-;
SABER1120121045820;F;13001;CARTAGENA;39;52;39;26;42;35;42;42;A-;
SABER1120121045821;M;13001;CARTAGENA;41;37;40;23;34;45;40;37;A-;
SABER1120121045822;F;13001;CARTAGENA;41;44;46;29;42;38;39;33;A-;
SABER1120121045823;F;13001;CARTAGENA;44;46;36;12;42;35;32;43;A1;
SABER1120121045824;F;13001;CARTAGENA;50;46;45;43;47;44;43;42;A-;
SABER1120121045825;F;73001;IBAGUE;44;34;33;35;42;37;39;31;A-;
SABER1120121045826;F;13001;CARTAGENA;48;49;47;39;53;45;50;37;A-;
SABER1120121045827;M;13430;MAGANGUE;46;37;44;29;37;33;49;39;A-;
SABER1120121045828;F;13001;CARTAGENA;38;49;31;22;30;32;39;35;A-;
SABER1120121045829;F;13001;CARTAGENA;52;37;41;39;42;39;39;35;A-;
SABER1120121045830;F;13001;CARTAGENA;61;49;60;60;49;45;49;51;A1;
SABER1120121045831;F;13001;CARTAGENA;48;37;40;41;37;40;36;43;A-;
SABER1120121045832;M;52001;PASTO;50;59;44;40;51;51;48;48;A1;
SABER1120121045833;M;52001;PASTO;52;57;60;60;51;61;66;48;A1;
SABER1120121045834;F;52001;PASTO;48;29;48;52;51;45;36;56;A2;
SABER1120121045835;F;52001;PASTO;59;40;45;39;39;50;39;33;A-;
SABER1120121045836;M;52001;PASTO;46;62;49;47;44;48;51;51;A1;
SABER1120121045837;M;52001;PASTO;50;65;52;53;55;54;49;26;A-;
SABER1120121045838;F;76001;CALI;57;54;51;44;42;41;32;46;A1;
SABER1120121045839;M;52001;PASTO;54;46;52;46;48;50;39;35;A-;
SABER1120121045840;F;15759;SOGAMOSO;35;37;44;26;36;39;29;43;A1;
SABER1120121045841;M;15759;SOGAMOSO;50;60;36;44;42;35;42;31;A-;
SABER1120121045842;M;15759;SOGAMOSO;44;37;38;41;39;47;36;47;A1;
SABER1120121045843;M;15759;SOGAMOSO;35;46;36;32;36;37;39;37;A-;
SABER1120121045844;F;15759;SOGAMOSO;48;51;53;46;44;45;49;51;A1;
SABER1120121045845;F;85001;YOPAL;48;46;46;41;39;44;29;20;A-;
SABER1120121045846;F;11001;BOGOTÁ D.C.;59;46;52;63;51;51;32;43;A1;
SABER1120121045847;M;15759;SOGAMOSO;50;44;46;39;39;42;33;40;A-;
SABER1120121045848;M;15759;SOGAMOSO;50;40;62;41;37;42;49;40;A-;
SABER1120121045849;M;15759;SOGAMOSO;44;55;49;41;47;44;29;42;A-;
SABER1120121045850;F;15759;SOGAMOSO;54;46;45;41;49;50;42;42;A-;
SABER1120121045851;F;15759;SOGAMOSO;46;34;44;32;46;38;36;46;A1;
SABER1120121045852;M;15759;SOGAMOSO;44;49;42;38;51;44;49;40;A-;
SABER1120121045853;M;15759;SOGAMOSO;41;37;38;35;36;41;16;37;A-;
SABER1120121045854;M;15759;SOGAMOSO;46;43;36;45;34;44;37;40;A-;
SABER1120121045855;M;15759;SOGAMOSO;41;54;33;26;44;38;42;46;A1;
SABER1120121045856;M;15759;SOGAMOSO;44;40;38;26;37;40;33;37;A-;
SABER1120121045857;M;15759;SOGAMOSO;52;78;58;46;60;60;60;35;A-;
SABER1120121045858;M;15759;SOGAMOSO;48;43;52;41;62;54;54;56;A2;
SABER1120121045859;F;15759;SOGAMOSO;48;40;47;32;46;56;47;56;A2;
SABER1120121045860;F;85001;YOPAL;41;43;36;43;39;35;24;42;A-;
SABER1120121045861;M;15759;SOGAMOSO;46;54;60;45;54;48;54;53;A2;
SABER1120121045862;M;76001;CALI;35;43;44;37;42;41;39;33;A-;
SABER1120121045863;F;5001;MEDELLIN;52;46;36;48;42;38;29;39;A-;
SABER1120121045864;M;68679;SAN GIL;54;62;55;46;60;68;52;60;A2;
SABER1120121045865;M;68679;SAN GIL;48;33;38;43;39;37;29;40;A-;
SABER1120121045866;M;11001;BOGOTÁ D.C.;50;37;31;29;36;41;42;29;A-;
SABER1120121045867;M;76111;BUGA;38;46;47;44;46;43;42;43;A1;
SABER1120121045868;F;66001;PEREIRA;44;40;42;35;46;37;39;33;A-;
SABER1120121045869;F;86568;PUERTO ASIS;52;37;41;38;40;50;33;35;A-;
SABER1120121045870;M;76001;CALI;36;34;41;36;42;43;39;45;A1;
SABER1120121045871;F;76001;CALI;59;52;58;58;63;47;42;37;A-;
SABER1120121045872;M;76001;CALI;48;37;40;37;49;43;39;37;A-;
SABER1120121045873;M;76520;PALMIRA;46;44;41;35;49;41;36;37;A-;
SABER1120121045874;F;86568;PUERTO ASIS;50;40;42;30;20;35;33;35;A-;
SABER1120121045875;M;68001;BUCARAMANGA;50;29;28;39;36;37;32;42;A-;
SABER1120121045876;F;15001;TUNJA;44;34;39;42;39;41;45;31;A-;
SABER1120121045877;F;68432;MALAGA;48;55;49;32;51;44;52;46;A1;
SABER1120121045878;M;68432;MALAGA;50;51;47;38;56;47;43;39;A-;
SABER1120121045879;F;68432;MALAGA;57;49;58;55;56;55;43;50;A1;
SABER1120121045880;M;52001;PASTO;46;54;49;46;46;41;39;43;A-;
SABER1120121045881;M;76834;TULUA;54;41;46;45;45;45;46;39;A-;
SABER1120121045882;M;76834;TULUA;39;52;33;32;46;49;52;46;A1;
SABER1120121045883;M;25175;CHIA;38;37;33;41;42;44;42;39;A-;
SABER1120121045884;M;25175;CHIA;39;46;33;40;44;41;48;35;A-;
SABER1120121045885;M;25175;CHIA;48;43;36;33;47;45;43;26;A-;
SABER1120121045886;M;25175;CHIA;44;46;36;32;39;44;39;45;A1;
SABER1120121045887;F;25175;CHIA;48;33;46;43;34;47;40;35;A-;
SABER1120121045888;F;25175;CHIA;41;41;49;50;42;44;33;29;A-;
SABER1120121045889;F;25175;CHIA;54;46;40;53;51;54;44;43;A-;
SABER1120121045890;F;25175;CHIA;44;40;33;41;40;44;40;39;A-;
SABER1120121045891;F;68001;BUCARAMANGA;54;37;45;42;51;46;45;40;A-;
SABER1120121045892;;11001;BOGOTÁ D.C.;46;40;40;29;26;45;39;29;A-;
SABER1120121045893;M;11001;BOGOTÁ D.C.;59;62;58;50;48;49;62;65;B1;
SABER1120121045894;M;11001;BOGOTÁ D.C.;59;46;42;39;44;52;39;43;A1;
SABER1120121045895;M;11001;BOGOTÁ D.C.;48;46;44;39;42;44;54;40;A-;
SABER1120121045896;M;11001;BOGOTÁ D.C.;41;57;44;50;42;50;44;33;A-;
SABER1120121045897;M;11001;BOGOTÁ D.C.;54;44;41;41;42;38;36;40;A-;
SABER1120121045898;M;11001;BOGOTÁ D.C.;41;46;44;39;49;35;42;40;A-;
SABER1120121045899;M;11001;BOGOTÁ D.C.;48;51;46;31;39;49;47;43;A1;
SABER1120121045900;M;11001;BOGOTÁ D.C.;38;33;36;44;42;46;45;43;A-;
SABER1120121045901;M;11001;BOGOTÁ D.C.;54;54;58;42;46;57;65;42;A-;
SABER1120121045902;M;11001;BOGOTÁ D.C.;38;34;44;43;37;40;33;39;A-;
SABER1120121045903;M;11001;BOGOTÁ D.C.;48;63;51;46;44;44;44;50;A1;
SABER1120121045904;M;11001;BOGOTÁ D.C.;50;47;46;37;44;43;57;39;A-;
SABER1120121045905;F;11001;BOGOTÁ D.C.;41;37;44;33;42;47;43;40;A-;
SABER1120121045906;M;11001;BOGOTÁ D.C.;48;49;31;33;37;45;49;43;A-;
SABER1120121045907;F;11001;BOGOTÁ D.C.;54;43;46;53;44;37;36;40;A-;
SABER1120121045908;M;11001;BOGOTÁ D.C.;41;52;40;43;47;38;40;43;A-;
SABER1120121045909;M;11001;BOGOTÁ D.C.;56;47;51;47;51;48;57;51;A1;
SABER1120121045910;F;11001;BOGOTÁ D.C.;44;40;46;33;47;50;43;26;A-;
SABER1120121045911;M;11001;BOGOTÁ D.C.;38;43;46;35;46;45;45;35;A-;
SABER1120121045912;M;11001;BOGOTÁ D.C.;41;29;44;42;39;48;39;33;A-;
SABER1120121045913;F;11001;BOGOTÁ D.C.;52;37;40;43;42;48;52;37;A-;
SABER1120121045914;M;11001;BOGOTÁ D.C.;41;46;28;29;36;37;39;43;A-;
SABER1120121045915;M;11001;BOGOTÁ D.C.;50;66;55;61;48;58;75;55;A2;
SABER1120121045916;F;11001;BOGOTÁ D.C.;52;51;51;41;44;49;50;40;A-;
SABER1120121045917;F;11001;BOGOTÁ D.C.;38;43;36;32;37;38;29;37;A-;
SABER1120121045918;M;11001;BOGOTÁ D.C.;48;40;34;37;30;44;33;45;A1;
SABER1120121045919;F;11001;BOGOTÁ D.C.;39;55;39;27;40;38;37;33;A-;
SABER1120121045920;M;11001;BOGOTÁ D.C.;44;43;49;34;55;47;44;43;A-;
SABER1120121045921;M;11001;BOGOTÁ D.C.;52;25;40;29;39;35;39;35;A-;
SABER1120121045922;F;11001;BOGOTÁ D.C.;56;49;39;37;46;58;44;43;A-;
SABER1120121045923;F;11001;BOGOTÁ D.C.;48;18;44;37;44;46;51;42;A-;
SABER1120121045924;M;11001;BOGOTÁ D.C.;44;40;42;33;51;48;33;33;A-;
SABER1120121045925;F;11001;BOGOTÁ D.C.;44;41;41;36;44;35;50;33;A-;
SABER1120121045926;M;11001;BOGOTÁ D.C.;57;54;51;41;42;47;42;43;A-;
SABER1120121045927;M;11001;BOGOTÁ D.C.;36;47;46;27;40;50;43;46;A1;
SABER1120121045928;M;11001;BOGOTÁ D.C.;41;37;33;31;46;45;52;50;A1;
SABER1120121045929;F;11001;BOGOTÁ D.C.;44;37;38;29;49;46;39;29;A-;
SABER1120121045930;M;11001;BOGOTÁ D.C.;54;52;57;53;46;54;47;53;A2;
SABER1120121045931;F;11001;BOGOTÁ D.C.;54;49;48;43;44;50;33;31;A-;
SABER1120121045932;F;11001;BOGOTÁ D.C.;46;37;44;41;49;35;40;42;A-;
SABER1120121045933;F;11001;BOGOTÁ D.C.;48;34;36;26;29;43;45;37;A-;
SABER1120121045934;M;11001;BOGOTÁ D.C.;46;37;48;30;47;45;43;31;A-;
SABER1120121045935;M;11001;BOGOTÁ D.C.;50;37;45;46;42;35;39;37;A-;
SABER1120121045936;M;11001;BOGOTÁ D.C.;52;51;48;36;51;58;44;46;A1;
SABER1120121045937;F;11001;BOGOTÁ D.C.;52;41;51;48;46;37;42;51;A1;
SABER1120121045938;M;11001;BOGOTÁ D.C.;44;29;34;32;39;44;29;43;A1;
SABER1120121045939;M;11001;BOGOTÁ D.C.;44;49;47;53;46;42;44;33;A-;
SABER1120121045940;M;11001;BOGOTÁ D.C.;52;40;44;41;34;42;44;43;A1;
SABER1120121045941;F;11001;BOGOTÁ D.C.;44;33;42;35;39;35;28;43;A-;
SABER1120121045942;M;11001;BOGOTÁ D.C.;44;37;47;29;36;46;36;53;A2;
SABER1120121045943;M;11001;BOGOTÁ D.C.;50;37;42;43;51;57;52;42;A-;
SABER1120121045944;M;11001;BOGOTÁ D.C.;59;54;60;55;65;52;49;48;A1;
SABER1120121045945;M;11001;BOGOTÁ D.C.;52;49;38;36;34;45;33;39;A-;
SABER1120121045946;M;11001;BOGOTÁ D.C.;61;57;57;55;51;54;57;72;B1;
SABER1120121045947;F;11001;BOGOTÁ D.C.;59;49;48;53;42;45;18;37;A-;
SABER1120121045948;F;11001;BOGOTÁ D.C.;35;40;40;22;42;41;54;43;A1;
SABER1120121045949;F;11001;BOGOTÁ D.C.;54;24;45;38;42;55;46;45;A1;
SABER1120121045950;F;11001;BOGOTÁ D.C.;48;33;44;22;36;39;39;26;A-;
SABER1120121045951;F;11001;BOGOTÁ D.C.;46;41;46;34;48;49;39;39;A-;
SABER1120121045952;F;11001;BOGOTÁ D.C.;46;54;44;29;33;47;36;47;A1;
SABER1120121045953;F;11001;BOGOTÁ D.C.;52;52;48;49;51;53;59;42;A-;
SABER1120121045954;F;11001;BOGOTÁ D.C.;54;43;44;36;33;25;32;33;A-;
SABER1120121045955;F;11001;BOGOTÁ D.C.;44;43;38;42;44;41;42;42;A-;
SABER1120121045956;F;11001;BOGOTÁ D.C.;57;49;31;34;44;43;47;35;A-;
SABER1120121045957;F;11001;BOGOTÁ D.C.;54;46;49;46;51;52;44;60;A2;
SABER1120121045958;M;11001;BOGOTÁ D.C.;35;40;28;36;37;42;33;46;A1;
SABER1120121045959;M;11001;BOGOTÁ D.C.;50;51;42;37;51;50;44;43;A-;
SABER1120121045960;F;11001;BOGOTÁ D.C.;48;59;50;50;62;52;57;50;A1;
SABER1120121045961;F;11001;BOGOTÁ D.C.;54;44;49;47;46;43;48;33;A-;
SABER1120121045962;F;11001;BOGOTÁ D.C.;48;52;36;27;37;40;29;31;A-;
SABER1120121045963;M;11001;BOGOTÁ D.C.;35;40;50;29;39;36;39;42;A-;
SABER1120121045964;F;11001;BOGOTÁ D.C.;57;49;40;52;42;50;54;40;A-;
SABER1120121045965;F;11001;BOGOTÁ D.C.;48;46;45;41;34;42;42;37;A-;
SABER1120121045966;F;11001;BOGOTÁ D.C.;41;43;44;41;51;25;44;35;A-;
SABER1120121045967;M;11001;BOGOTÁ D.C.;46;43;45;38;26;40;37;33;A-;
SABER1120121045968;M;11001;BOGOTÁ D.C.;56;49;44;50;53;49;42;29;A-;
SABER1120121045969;M;23417;LORICA;48;43;40;35;39;37;28;33;A-;
SABER1120121045970;F;11001;BOGOTÁ D.C.;59;40;50;41;51;52;39;46;A1;
SABER1120121045971;F;11001;BOGOTÁ D.C.;57;43;47;57;47;50;52;26;A-;
SABER1120121045972;F;11001;BOGOTÁ D.C.;46;43;28;32;34;33;42;31;A-;
SABER1120121045973;F;11001;BOGOTÁ D.C.;57;57;57;61;51;50;47;45;A1;
SABER1120121045974;M;11001;BOGOTÁ D.C.;41;37;34;26;46;39;54;29;A-;
SABER1120121045975;F;11001;BOGOTÁ D.C.;50;52;44;53;46;44;33;42;A-;
SABER1120121045976;M;11001;BOGOTÁ D.C.;63;43;45;44;42;48;32;31;A-;
SABER1120121045977;F;11001;BOGOTÁ D.C.;38;37;34;23;30;47;43;45;A1;
SABER1120121045978;F;11001;BOGOTÁ D.C.;46;33;40;33;51;45;24;31;A-;
SABER1120121045979;F;11001;BOGOTÁ D.C.;56;54;52;49;36;50;36;42;A-;
SABER1120121045980;M;11001;BOGOTÁ D.C.;41;37;44;46;44;47;47;37;A-;
SABER1120121045981;M;11001;BOGOTÁ D.C.;32;57;48;32;39;40;44;39;A-;
SABER1120121045982;M;11001;BOGOTÁ D.C.;41;24;40;23;56;35;52;40;A-;
SABER1120121045983;M;11001;BOGOTÁ D.C.;48;54;44;64;46;38;57;43;A-;
SABER1120121045984;F;11001;BOGOTÁ D.C.;52;47;42;37;46;50;36;43;A-;
SABER1120121045985;M;11001;BOGOTÁ D.C.;46;37;46;45;42;47;43;35;A-;
SABER1120121045986;M;11001;BOGOTÁ D.C.;46;25;42;37;42;49;42;57;A2;
SABER1120121045987;M;68001;BUCARAMANGA;57;60;54;43;46;56;52;45;A1;
SABER1120121045988;M;11001;BOGOTÁ D.C.;50;46;38;37;46;42;44;39;A-;
SABER1120121045989;M;11001;BOGOTÁ D.C.;50;33;49;52;58;43;45;39;A-;
SABER1120121045990;F;11001;BOGOTÁ D.C.;41;43;50;40;51;35;42;39;A-;
SABER1120121045991;F;11001;BOGOTÁ D.C.;39;46;40;37;30;42;25;40;A-;
SABER1120121045992;M;11001;BOGOTÁ D.C.;52;52;45;42;53;37;39;43;A-;
SABER1120121045993;F;11001;BOGOTÁ D.C.;41;37;42;34;33;45;36;35;A-;
SABER1120121045994;M;11001;BOGOTÁ D.C.;46;52;46;32;44;36;47;45;A1;
SABER1120121045995;M;11001;BOGOTÁ D.C.;52;51;44;39;42;49;49;48;A1;
SABER1120121045996;M;11001;BOGOTÁ D.C.;48;49;45;35;49;45;39;39;A-;
SABER1120121045997;F;11001;BOGOTÁ D.C.;50;37;57;40;49;57;48;70;B1;
SABER1120121045998;F;11001;BOGOTÁ D.C.;41;40;40;29;46;37;45;37;A-;
SABER1120121045999;M;11001;BOGOTÁ D.C.;46;52;42;29;51;46;32;43;A-;
SABER1120121046000;M;11001;BOGOTÁ D.C.;48;46;47;43;42;47;49;37;A-;
SABER1120121046001;M;11001;BOGOTÁ D.C.;50;49;44;46;46;38;52;35;A-;
SABER1120121046002;M;11001;BOGOTÁ D.C.;48;51;44;37;46;41;42;48;A1;
SABER1120121046003;M;11001;BOGOTÁ D.C.;50;54;40;39;44;45;39;37;A-;
SABER1120121046004;M;11001;BOGOTÁ D.C.;54;54;44;41;49;41;44;33;A-;
SABER1120121046005;F;11001;BOGOTÁ D.C.;48;40;49;42;56;48;42;43;A1;
SABER1120121046006;M;11001;BOGOTÁ D.C.;50;49;51;41;48;44;49;43;A-;
SABER1120121046007;F;11001;BOGOTÁ D.C.;59;49;48;43;46;39;44;43;A-;
SABER1120121046008;F;11001;BOGOTÁ D.C.;54;49;49;52;45;47;46;56;A2;
SABER1120121046009;F;11001;BOGOTÁ D.C.;38;34;38;52;51;35;39;26;A-;
SABER1120121046010;F;11001;BOGOTÁ D.C.;48;41;34;43;42;47;46;42;A-;
SABER1120121046011;M;11001;BOGOTÁ D.C.;41;46;42;27;45;38;40;40;A-;
SABER1120121046012;M;11001;BOGOTÁ D.C.;61;43;58;55;49;40;17;46;A1;
SABER1120121046013;M;11001;BOGOTÁ D.C.;41;43;42;34;34;38;36;40;A-;
SABER1120121046014;M;11001;BOGOTÁ D.C.;46;46;40;26;42;41;50;40;A-;
SABER1120121046015;F;11001;BOGOTÁ D.C.;35;40;38;23;37;35;37;40;A-;
SABER1120121046016;F;11001;BOGOTÁ D.C.;44;54;47;37;44;37;39;39;A-;
SABER1120121046017;F;11001;BOGOTÁ D.C.;35;33;44;35;24;39;32;26;A-;
SABER1120121046018;F;11001;BOGOTÁ D.C.;46;49;33;37;42;35;0;43;A1;
SABER1120121046019;M;11001;BOGOTÁ D.C.;46;44;41;33;45;35;37;35;A-;
SABER1120121046020;F;11001;BOGOTÁ D.C.;32;30;41;34;34;36;39;33;A-;
SABER1120121046021;F;11001;BOGOTÁ D.C.;57;51;60;55;51;52;50;77;B1;
SABER1120121046022;M;11001;BOGOTÁ D.C.;61;37;36;37;49;45;36;31;A-;
SABER1120121046023;M;11001;BOGOTÁ D.C.;50;37;44;32;39;39;51;42;A-;
SABER1120121046024;F;11001;BOGOTÁ D.C.;38;43;31;26;34;36;42;43;A1;
SABER1120121046025;M;11001;BOGOTÁ D.C.;44;55;48;43;47;52;46;50;A1;
SABER1120121046026;F;11001;BOGOTÁ D.C.;48;60;49;41;61;53;52;55;A2;
SABER1120121046027;F;11001;BOGOTÁ D.C.;44;49;40;47;44;48;45;31;A-;
SABER1120121046028;F;11001;BOGOTÁ D.C.;44;30;46;41;36;41;39;40;A-;
SABER1120121046029;F;11001;BOGOTÁ D.C.;39;40;42;38;37;47;46;29;A-;
SABER1120121046030;M;11001;BOGOTÁ D.C.;44;49;41;36;33;35;32;35;A-;
SABER1120121046031;F;11001;BOGOTÁ D.C.;46;30;49;42;42;41;28;26;A-;
SABER1120121046032;M;11001;BOGOTÁ D.C.;41;40;36;40;46;41;42;43;A-;
SABER1120121046033;F;11001;BOGOTÁ D.C.;46;49;40;37;37;49;39;31;A-;
SABER1120121046034;F;11001;BOGOTÁ D.C.;41;25;44;39;39;42;39;37;A-;
SABER1120121046035;M;11001;BOGOTÁ D.C.;46;43;46;48;54;52;57;46;A1;
SABER1120121046036;M;11001;BOGOTÁ D.C.;57;49;47;37;56;51;54;42;A-;
SABER1120121046037;F;11001;BOGOTÁ D.C.;44;47;41;38;42;48;37;33;A-;
SABER1120121046038;F;11001;BOGOTÁ D.C.;35;43;49;35;36;39;39;39;A-;
SABER1120121046039;F;11001;BOGOTÁ D.C.;52;43;47;42;42;21;48;37;A-;
SABER1120121046040;M;11001;BOGOTÁ D.C.;52;43;42;39;49;39;47;42;A-;
SABER1120121046041;M;11001;BOGOTÁ D.C.;44;49;31;31;42;37;36;33;A-;
SABER1120121046042;F;11001;BOGOTÁ D.C.;46;46;40;41;48;26;36;33;A-;
SABER1120121046043;M;11001;BOGOTÁ D.C.;46;52;49;47;63;51;51;47;A1;
SABER1120121046044;F;11001;BOGOTÁ D.C.;44;40;38;29;36;46;51;39;A-;
SABER1120121046045;M;11001;BOGOTÁ D.C.;38;49;38;32;44;42;33;35;A-;
SABER1120121046046;F;11001;BOGOTÁ D.C.;44;52;48;36;44;47;47;42;A-;
SABER1120121046047;F;11001;BOGOTÁ D.C.;66;46;48;41;36;49;32;45;A1;
SABER1120121046048;M;11001;BOGOTÁ D.C.;46;49;44;36;40;40;33;37;A-;
SABER1120121046049;M;11001;BOGOTÁ D.C.;50;37;44;31;49;41;42;35;A-;
SABER1120121046050;M;11001;BOGOTÁ D.C.;46;37;49;43;51;42;29;35;A-;
SABER1120121046051;M;11001;BOGOTÁ D.C.;54;60;57;47;51;57;54;35;A-;
SABER1120121046052;M;11001;BOGOTÁ D.C.;52;49;39;43;47;52;54;50;A1;
SABER1120121046053;F;11001;BOGOTÁ D.C.;50;40;51;44;46;45;54;43;A1;
SABER1120121046054;M;11001;BOGOTÁ D.C.;54;49;55;48;54;55;49;50;A1;
SABER1120121046055;M;11001;BOGOTÁ D.C.;39;24;40;27;37;44;33;31;A-;
SABER1120121046056;F;11001;BOGOTÁ D.C.;52;57;45;45;47;40;54;46;A1;
SABER1120121046057;M;11001;BOGOTÁ D.C.;39;52;42;32;36;21;36;46;A1;
